seed question,unseeded question,bm25 score,FK,TCF,,Combined
Wat is DLC? (omscrijving),Is VENGEANCE de laatste DLC map pack voor black ops 2 ? Of komen er meer,8.839.197.374.922.980,0,2,,4
Wat is DLC? (omscrijving),"Ik heb de AW DLC havoc gekocht en gedownload, maar ik kan hem niet vinden als ik de game open. Wat doe ik fout?",8.797.659.185.496.010,,2,,2
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?","Ik zit rtl 4 (live) te kijken. Hoe kan de ondertiteling (van wat Dan zegt) al verschijnen, voordat hij is uitgepraat?",2.239.647.158.610.690,1,1,,1
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?","Als ik begin met de pil op de 6e dag van mijn menstruatie, kan ik mijn eerstvolgende menstruatie dan al meteen uitstellen?",1.978.637.716.846.990,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Hoe kan het dat van Jurylid Dan al ondertiteling is bij 'Holland got talent' als het live is?,17.808.137.188.708.900,1,1,,1
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",als je de mtv vma's live kijkt heb je dan ondertiteling?,17.654.983.659.299.500,0,1,,2
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Als de film al is ingebrand op een DVD; kan er dan daarna nog een ondertiteling worden toegevoegd?,17.623.505.091.362.200,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Hoe kan ik een per abuis verwijderde vriendschapsverzoek op facebook terughalen?,17.537.486.073.531.200,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?","Als je sarcastisch op een vraag reageert, lieg je dan per definitie?",1.663.572.916.450.770,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Hoe werkt ondertiteling bij een live programma?,16.561.845.258.296.700,1,1,,1
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",waarneer is de eerstvolgende wwdc?,1.647.919.022.968.130,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Een vraag over Nederlandse ondertiteling.,16.029.902.821.606.900,0,0,,0
"Als #penw live is, hoe kan tijdens de schaakpartij, de ondertiteling van de eerstvolgende vraag dan al per abuis verschijnen?",Hoe kan bij een live uitzending de ondertiteling zo snel meekomen?,15.593.208.759.229.600,1,1,,1
is het verantwoord om de sluitring van een waterafvoer los te draaien?,waterafvoer,18.456.670.180.238.900,0,2,,4
is het verantwoord om de sluitring van een waterafvoer los te draaien?,is het nog verantwoord om een oudere adobe dreamweaver te gebruiken?,17.506.278.791.446.400,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Is het verantwoord om een houten afdruiprek te gebruiken?,1.731.860.272.111.960,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Tot welke leeftijd is het verantwoord om hard te lopen?,17.257.580.306.914.100,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Is het verantwoord om elke dag de crosstrainer te gebruiken?,16.943.957.900.648.400,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,is het verantwoord ?,1.683.209.166.185.700,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,is het mogelijk om programma's online te draaien?,1.682.751.606.118.740,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Is het wel verantwoord om de documentaire van Alberto Stegeman uit te zenden?,16.513.222.055.749.100,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Is het verantwoord om een poster van Mao op je kamer te hangen?,16.198.021.547.020.800,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,Is het verantwoord om babyvoeding 1 telkens van een ander merk te kopen?,16.198.021.547.020.800,0,0,,0
is het verantwoord om de sluitring van een waterafvoer los te draaien?,is het verantwoord om een middel tegen kalknagels met 2 personen te gebruiken ?,1.619.662.984.928.430,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Welk fototoestel is er nu vergelijkbaar met de Panasonic Lumix FZ-50?,2.790.297.719.139.130,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Zijn er magneetwinkels in zuid limburg.,26.889.585.679.583.900,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Pantservoertuigen limburg zuid,2.591.853.862.394.340,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Wat is de mooiste wandelroute in zuid limburg,23.378.331.450.798.800,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Welk dialect wordt er in limburg gesproken?,21.615.578.371.005.600,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Waar kan ik in de omgeving zuid limburg fluoriserende schmink kopen?,20.542.796.465.530.900,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,"is er een programma dat vergelijkbaar is met adobe flash, maar dat gratis is?",1.996.478.957.677.750,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Waar koop ik shark energy in limburg?,1.929.280.786.547.120,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Welk programma is vergelijkbaar met Daemon Tools?,1.854.057.042.842.800,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Waarom is er reclame op tv en op de radio over zuid limburg? (dat het zo'n mooie plek is om te wonen),17.121.557.925.456.300,0,0,,0
Welk fototoestel is vergelijkbaar met de regula picca cb en is uit ongeveer dezelfde periode en is er zoiets in zuid limburg te koop.,Wie woont er in limburg?,17.115.561.735.118.400,0,0,,0
Naam + foto twitter veranderen via iPod ??,Naam via foto achterhalen?,2.626.898.460.376.900,0,0,,0
Naam + foto twitter veranderen via iPod ??,Naam veranderen?,23.148.309.840.421.100,0,0,,0
Naam + foto twitter veranderen via iPod ??,Hoe kun je op twitter je profiel foto veranderen?,20.008.231.271.030.100,0,1,,2
Naam + foto twitter veranderen via iPod ??,Naam veranderen in MSN 2011,19.441.477.901.699.400,0,0,,0
Naam + foto twitter veranderen via iPod ??,Hoe verander je je foto van twitter op je iPod touch?,19.209.720.488.038.900,1,1,,1
Naam + foto twitter veranderen via iPod ??,Hoe post je een foto via twitter (beschrijving),18.759.965.997.704.200,0,0,,0
Naam + foto twitter veranderen via iPod ??,Naam veranderen van liedje in iTunes lees beschrijving,16.757.958.603.434.400,0,0,,0
Naam + foto twitter veranderen via iPod ??,Hoe maak ik foto albums van filmrol via m'n iPod,1.641.303.211.732.270,0,0,,0
Naam + foto twitter veranderen via iPod ??,Hoe kun je op je IPod touch je foto veranderen bij deze site en op twitter,1.626.617.974.328.880,1,1,,1
Naam + foto twitter veranderen via iPod ??,Kan je Naam achterhalen via bankrekening nummer?,1.625.771.413.108.240,0,0,,0
Naam + foto twitter veranderen via iPod ??,Hoe kan je je wachtwoord van twitter via je blackberry veranderen ? het staat nergens..,15.784.732.973.685.300,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",hoe kan je fifa ultimate team 14 spelen op de pc?,30.670.237.347.308.800,0,1,,2
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",Wanneer komt fifa 13 ultimate team uit?,28.968.528.580.265.200,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",Hoe krijg ik mijn ultimate team op fifa 15 terug?,26.816.322.409.680.200,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",Met fifa 13 ultimate team kreeg ik rood maar hoe moet ik hem herstellen?,2.531.896.670.792.060,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?","Hoe kun je bij fifa 12 contracten verlengen?, bij ultimate team",2.530.692.667.290.150,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",kun je fifa 13 ultimate team spelen zonder playstation network?,2.530.692.667.290.150,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",heb je psn nodig om fifa ultimate team te spelen?,2.530.692.667.290.150,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?","Mijn playstation 2 wil niet opstarten, wat moet ik doen?",24.647.413.155.320.800,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?","Ik wil opstarten,maar dit lukt niet wat moet ik doen?",2.365.092.626.680.540,0,0,,0
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",fifa 14 werkt niet?,22.860.721.416.750.900,0,1,,2
"fifa 14 ultimate team wil niet opstarten, wat moet ik doen?",moet je op ps4 ultimate team betalen?,22.681.828.762.482.900,0,0,,0
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom wordt fysieke arbeid minder beloont (loon) dan mentale arbeid?,20.095.065.256.089.800,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,waarom is een wia uitkering wel exportabel en een wajong niet?,19.255.286.525.141.600,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,"werken op tweede kerstdag, hoe word dat beloont??",1.851.830.459.539.470,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom mag zilver papier ( folie) wel in de oven en niet in de magnetron?,17.836.974.541.598.700,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,"Waarom wordt ""u"" vaak gebruikt in de derde persoon, en niet in de tweede persoon?",17.771.119.008.991.200,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom wordt er op de ene vraag wel gereageerd en op de andere niet?,17.511.769.360.632.500,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom wordt LPG-rijden niet gepromoot en Diesel wel?,17.298.171.041.268.500,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom zit er in de Galaxy Tab wel een flitser en in de Tab 2 niet?,17.169.780.356.070.500,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom zijn de supermarkten in de U.S.A. wel 24/7 open en hier in Nederland niet?,17.169.780.356.070.500,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,Waarom werken de switch en de range extender niet tegelijkertijd?,1.694.667.556.295.980,0,2,,4
Waarom wordt werken in de zw niet beloont en in de wia wel?,zw uitkering?,16.612.529.819.856.700,0,2,,4
Welk programma/site voor Twitter op beamer?,Welk programma is goed om de beamer mee te bedienen tijdens een uitvoering?,1.751.007.326.328.070,0,1,,2
Welk programma/site voor Twitter op beamer?,Welk programma voor website bouwen?,1.646.328.556.762.500,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk programma voor lettertypes te beheren?,15.629.038.633.027.900,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk slideshow/fotoshow programma?,14.326.346.138.847.300,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk programma gebruik ik hier voor? Zie omschrijving,1.419.084.801.133.680,0,0,,0
Welk programma/site voor Twitter op beamer?,geluid op beamer met hdmi?,13.857.958.982.331.700,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk programma heb ik nodig voor een DVD menu?,13.566.643.909.699.900,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk programma kan ik het beste kijken voor Engels?,13.566.643.909.699.900,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk antivirus programma gebruik je?,13.561.634.333.410.100,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk muziek programma gebruiken profs?,13.561.634.333.410.100,0,0,,0
Welk programma/site voor Twitter op beamer?,Welk programma moet ik gebruiken?,13.561.634.333.410.100,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,hoe kun je de warmtecapaciteit berekenen?,19.009.423.694.287.700,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,ik zoek vet afdrijvend voedsel?,18.978.518.689.772.700,0,2,,4
hoe kun je het hoeveelheid vet in voedsel berekenen?,"Ik wil de maximale hoeveelheid benzine en lucht berekenen in een cilinder, maar hoe?",1.684.209.515.422.020,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,Hoe kun je pi berekenen ?,16.703.946.709.970.500,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,Hoe kun je Phi berekenen?,16.703.946.709.970.500,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,hoe meet je koolhydraten in voedsel?,16.643.387.670.743.600,0,1,,2
hoe kun je het hoeveelheid vet in voedsel berekenen?,hoe kan je op natuurlijke manier veel vet verbranden behalve sporten! dus qua voedsel.,1.662.457.330.668.530,0,1,,2
hoe kun je het hoeveelheid vet in voedsel berekenen?,Waar kun je in een kleine hoeveelheid strooizout krijgen?,16.263.429.949.727.900,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,Waar kun je verse boter in grote hoeveelheid kopen?,16.263.429.949.727.900,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,Wat is de juiste hoeveelheid voedsel voor een konijn?,1.621.695.313.335.940,0,0,,0
hoe kun je het hoeveelheid vet in voedsel berekenen?,Hoe kun je snel vet verliezen!,1.591.434.645.477.430,0,1,,2
Kan de rating van een ratingbureau ook dalen?,Kan een krediet rating verlaging van de Verenigde Staten gunstig zijn voor Europa ?,1.639.009.069.674.870,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Hoe zie je de tennis rating van je tegenstander?,15.470.706.743.723.900,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Wie kent een rating script?,15.399.660.815.824.100,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Kan het zuurstofpeil in een ruimte dalen zodat je duf wordt?,13.151.120.356.491.500,0,0,,0
Kan de rating van een ratingbureau ook dalen?,wat is de duikersterm voor dalen?,12.931.128.201.761.000,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Wanneer zal de koers van een bedrijf erg stijgen of dalen?,12.853.089.762.997.000,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Wat betekenen de negatieve dalen in een ECG?,1.281.825.176.009.480,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Waarom dalen de aandelenkoers als er een winstwaarschuwing is?,12.254.423.205.376.100,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Wanneer gaat je tennis rating omhoog of omlaag?,12.196.984.703.799.300,0,0,,0
Kan de rating van een ratingbureau ook dalen?,welke  9/11 Conspiracie film/docu heeft de hoogste rating op imdb?,12.004.728.597.087.100,0,0,,0
Kan de rating van een ratingbureau ook dalen?,Zou de bevolking van Nederland over 10 jaar stijgen of dalen?,11.906.672.925.833.800,0,0,,0
Wat is de kracht van goede vraag ?,Wat is de kracht van het stellen van een vraag?,18.647.486.306.076.000,0,1,,2
Wat is de kracht van goede vraag ?,Wat is de kracht van humor?,17.541.453.415.724.900,0,0,,0
Wat is de kracht van goede vraag ?,Wat is de kracht van Wordfeud?,17.541.453.415.724.900,0,0,,0
Wat is de kracht van goede vraag ?,Natuurkunde vraag. Wat is de kracht van een projectiel in vacuÃ¼m lanceerbuis?,1.732.807.692.844.760,0,0,,0
Wat is de kracht van goede vraag ?,Wat is een goede vraag?,1.688.109.692.699.460,0,1,,2
Wat is de kracht van goede vraag ?,Wat is eigenlijk een goede vraag ?,16.025.678.164.674.500,0,1,,2
Wat is de kracht van goede vraag ?,Wat is echt een goede vraag?,16.025.678.164.674.500,0,1,,2
Wat is de kracht van goede vraag ?,Wat is opwaartse kracht?,15.507.589.127.681.700,0,0,,0
Wat is de kracht van goede vraag ?,Wat is een goede wiskundige pythagoras vraag?,15.252.771.804.648.800,0,1,,2
Wat is de kracht van goede vraag ?,Wat is een goede vraag over een vliegtuig?,15.252.771.804.648.800,0,1,,2
Wat is de kracht van goede vraag ?,Wat is de grootste kracht van de mens?,15.160.033.839.768.800,0,0,,0
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Waarom wordt de toon hoger als je een geluid versneld?,19.628.256.702.562.800,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Verandert je karakter als je testosteronspiegel hoger wordt?,19.341.969.854.823.400,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,geluid hoger forceren,18.525.781.946.788.800,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,waarom waait het hoger in de lucht vaak harder?,18.067.464.347.433.400,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Het geluid van het lucht alarm?,17.017.963.202.762.000,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Waarom wordt je IQ niet hoger als je meer gaat leren?,16.897.158.289.183.800,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Het geluid van Laptop hoger?,16.548.043.307.450.800,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Kan een draaiende desktop PC tegen een drumstel die bespeelt wordt?,15.945.872.808.537.200,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Wat wordt omschreven als een haak in de lucht?,15.797.537.973.331.800,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Is je weerstand hoger als je slaapt?,15.404.691.354.716.600,0,2,,4
Stel je speelt didgeridoo wordt het geluid hoger als je hem bespeelt in hetere lucht?,Welke invloed speelt ijlere lucht in de temperatuursafname bij een hoogteverschil?,14.975.737.184.364.100,0,2,,4
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Als je iemand in een coma brengt, krijg je dan dezelfde straf als bij moord?",2.736.019.033.099.870,0,1,,2
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Wat is de maximale straf als je medeplichtig bent aan een aanrijding, waarbij iemand anders is gestorven ?",26.174.706.383.847.400,1,0,min of meer,2
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Als je aandelen hebt, hoeveel krijg je uiteindelijk dan?? (zie uitleg)",23.026.474.518.861.900,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?",Als je jarig bent krijg je dan als de zelfde maand meer salaris?,21.669.174.695.801.700,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?",Wat voor straf krijg je als je aan de noodrem van een trein trekt?,2.042.480.670.590.660,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?",Hoe hou ik op met onbewust denken? (zie uitleg),1.989.770.723.784.670,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Als je je Beats koopt bij een winkel als Applestore, van wie krijg je dan de garantie?  (zie uitleg)",1.983.417.891.234.460,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?",wat voor recht heb je als je 18 jaar bent? (zie uitleg),19.710.591.880.703.100,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?",Krijgt een politieagent dezelfde straf als een burger?,19.026.148.830.399.300,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Als je woningruil doet, betalen de ruilers dan dezelfde huur als oud bewoner, of krijg je een nieuw contract?",1.899.821.484.870.590,0,0,,0
"Als je onbewust medeplichtig bent aan een misdrijf, krijg je dan dezelfde straf als de pleger (zie uitleg)?","Krijg je bij een halt straf, als je 16 bent een strafblad?",18.818.887.291.521.400,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat in de dierenwereld ook prostitutie?,27.965.951.860.319.600,0,1,,2
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er ook zoiets als huiltherapie?,2.518.405.862.576.110,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er in BelgiÃ« ook zoiets als de 'reanimeer-mij-niet-penning'?,2.513.263.297.050.560,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er ook zoiets als een stoor-me-nietregister?,2.396.945.048.979.980,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er ook zoiets als desktop mappen?,2.396.945.048.979.980,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er ook zoiets als eenmalige Ov. ?,2.396.945.048.979.980,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,"Bestaat er ook zoiets als ""negatieve straling""?",2.396.945.048.979.980,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Is er ook suÃ¯cide in de dierenwereld?,23.074.188.214.532.400,0,1,,2
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er ook zoiets als een zomer depressie?,22.866.611.098.620.900,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er voor Google-Chrome ook zoiets als Echofon?,22.866.611.098.620.900,0,0,,0
Bestaat er in de dierenwereld ook zoiets als ethiek?,Bestaat er naast 'startkabels' ook zoiets als 'stopkabels'?,22.866.611.098.620.900,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn viandellen niet bij alle snackbars te koop?,22.959.662.188.036.400,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle ramen in huizen vierkant?,2.068.053.314.242.850,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle rij-instructeurs hindoestaans?,2.062.041.699.768.560,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle zwervers mannen?,2.062.041.699.768.560,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle videobewerkingsprogramma's 64-bit?,2.062.041.699.768.560,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Kan bijna alle tablet/capsule medicatie vervangen worden door een spuitbare variant?,20.420.902.534.753.000,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom worden de meeste snackbars overgenomen door chinezen?,19.763.551.398.395.300,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle totalitaire regimes nationalistisch?,19.625.909.852.332.800,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn bijna alle bekende zangeressen super mooie vrouwen?,17.899.364.205.674.500,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom zijn alle grote filosofen bijna altijd blanke mannen?,17.899.364.205.674.500,0,0,,0
Waarom zijn bijna alle rundvlees kroketten in snackbars e.d. vervangen door ragout?,Waarom gaan kroketten in de frituurpan drijven als ze klaar zijn?,17.744.886.913.516.200,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat is het verband tussen de Illuminatie en de Vrijmetselarij? Wat hebben ze met elkaar te maken?,19.370.689.706.455.500,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat betekenen de volgende woorden?,1.896.761.557.832.010,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Waar betekenen de volgende Zwaailichten?,1.896.761.557.832.010,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat betekenen de volgende klachten?,1.896.761.557.832.010,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat betekenen de volgende woorden?,1.896.761.557.832.010,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat betekenen de volgende Turkse zinnen?,18.006.466.293.274.200,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat betekenen de volgende aardrijkskundige zinnen?,18.006.466.293.274.200,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Hoe noem je het verband in de volgende formule?,1.730.671.429.997.260,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat is het verband tussen de paashaas en eieren?,17.053.936.442.581.500,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,wat is het verband tussen kinderopvang en de regering?,17.053.936.442.581.500,0,0,,0
Wat is het verband tussen de volgende 5 woorden? Wat zouden deze woorden op deze volgorde betekenen?,Wat is het verband tussen inflaitie en de staatsschuld?,17.053.936.442.581.500,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,"Heb je een visum voor Turkije nodig, als je een Poolse ID kaart hebt?",28.611.021.780.717.600,0,1,,2
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Heb je een paspoort nodig als je naar KroatÃ¯e gaat of voldoet een ander bewijs ook?,26.045.922.665.073.000,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Heb je een paspoort nodig als je naar Engeland gaat?,26.035.009.953.387.200,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Heb je een paspoort nodig als je naar London gaat?,26.035.009.953.387.200,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,mag ik reizen met een ID kaart?,24.343.842.215.660.400,0,1,,2
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Heb je een paspoort nodig als je door zwitserland naar italie wil reizen met de bus?,2.252.629.114.431.930,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Heb je een paspoort nodig als je Vaticaanstad wilt bezoeken?,22.365.571.669.527.100,0,0,,0
Heb je een paspoort nodig of mag je met een ID kaart naar Tunesie ??,Moet je je ID kaart inleveren als je een paspoort gaat kopen?,22.012.436.665.421.800,0,0,,0
